==========SETTINGS==========
Input units = 4
hidden units = 5
output units = 1
max epochs = 1000
learning_rate = 1
==========PRE-TRAINING TESTING==========
Target: [-0.9092974268256817] Output: [0.9493036070391787]
Target: [-0.1411200080598672] Output: [0.7885375129233927]
Target: [0.8414709848078965] Output: [-0.962605035081552]
Target: [-0.1411200080598672] Output: [0.7885375129233927]
Target: [0.8414709848078965] Output: [0.7413236611360721]
Target: [-0.8414709848078965] Output: [0.7626811187453031]
Target: [0.8414709848078965] Output: [-0.8330294243427189]
Target: [-0.8414709848078965] Output: [0.962605035081552]
Target: [-0.9092974268256817] Output: [0.9355843120746246]
Target: [-0.8414709848078965] Output: [-0.7413236611360721]
Target: [0.9092974268256817] Output: [-0.9771154432969557]
Target: [0.7568024953079282] Output: [0.9426681873288455]
Target: [0.8414709848078965] Output: [-0.966797199783003]
Target: [-0.8414709848078965] Output: [-0.76343942457453]
Target: [-0.1411200080598672] Output: [0.7885375129233927]
Target: [-0.8414709848078965] Output: [-0.793809240282058]
Target: [0.1411200080598672] Output: [-0.7885375129233927]
Target: [0.0] Output: [0.0]
Target: [-0.8414709848078965] Output: [0.9682420094316467]
Target: [-0.7568024953079282] Output: [-0.9426681873288455]
Target: [0.8414709848078965] Output: [0.7413236611360721]
Target: [-0.9092974268256817] Output: [0.9355843120746246]
Target: [-0.8414709848078965] Output: [0.7465325922151029]
Target: [0.9092974268256817] Output: [0.012552846016236716]
Target: [-0.8414709848078965] Output: [0.8280150277327994]
Target: [0.1411200080598672] Output: [-0.8390587551483117]
Target: [-0.9092974268256817] Output: [0.1411217135580024]
Target: [0.8414709848078965] Output: [0.7413236611360721]
Target: [-0.9092974268256817] Output: [0.9771154432969557]
Target: [0.0] Output: [0.9296599975840188]
Target: [0.0] Output: [-0.9370016187366772]
Target: [0.1411200080598672] Output: [-0.7885375129233927]
Target: [0.7568024953079282] Output: [0.9426681873288455]
Target: [0.9092974268256817] Output: [-0.1411217135580024]
Target: [0.8414709848078965] Output: [-0.962605035081552]
Target: [0.0] Output: [0.0]
Target: [0.9092974268256817] Output: [-0.018813218528756788]
Target: [0.0] Output: [0.9154213912070308]
Target: [-0.8414709848078965] Output: [0.9682420094316467]
Target: [-0.8414709848078965] Output: [-0.7940233925433561]
Target: [0.8414709848078965] Output: [-0.8280150277327994]
Target: [0.0] Output: [0.11579498717558968]
Target: [-0.9092974268256817] Output: [0.9771154432969557]
Target: [0.0] Output: [-0.13939839388802466]
Target: [0.9092974268256817] Output: [-0.9771154432969557]
Target: [0.9092974268256817] Output: [0.012552846016236716]
Target: [-0.8414709848078965] Output: [0.7465325922151029]
Target: [0.8414709848078965] Output: [0.7940233925433561]
Target: [0.0] Output: [0.9357112937515435]
Target: [-0.8414709848078965] Output: [0.7465325922151029]
Target: [0.0] Output: [-0.11579498717558968]
Target: [-0.8414709848078965] Output: [0.7759006167858674]
Target: [-0.9092974268256817] Output: [-0.012552846016236716]
Target: [-0.8414709848078965] Output: [-0.801036759593311]
Target: [-0.8414709848078965] Output: [0.962605035081552]
Target: [-0.8414709848078965] Output: [-0.793809240282058]
Target: [0.1411200080598672] Output: [-0.9706093939797885]
Target: [0.0] Output: [-0.11579498717558968]
Target: [-0.8414709848078965] Output: [-0.793809240282058]
Target: [0.1411200080598672] Output: [-0.9706093939797885]
Target: [0.9092974268256817] Output: [-0.9493036070391787]
Target: [0.8414709848078965] Output: [-0.8129364906602097]
Target: [0.0] Output: [-0.9296599975840188]
Target: [0.9092974268256817] Output: [-0.9493036070391787]
Target: [-0.8414709848078965] Output: [-0.7542566061926995]
Target: [-0.1411200080598672] Output: [0.7885375129233927]
Target: [0.8414709848078965] Output: [-0.7626811187453031]
Target: [-0.9092974268256817] Output: [0.9392581318954227]
Target: [0.0] Output: [0.05936501902082161]
Target: [0.0] Output: [0.9357112937515435]
Target: [0.1411200080598672] Output: [-0.7814774114122897]
Target: [0.0] Output: [0.9390399487683571]
Target: [0.0] Output: [-0.11579498717558968]
Target: [0.8414709848078965] Output: [-0.8280150277327994]
Target: [-0.8414709848078965] Output: [-0.7940233925433561]
Target: [0.9092974268256817] Output: [-0.9771154432969557]
Target: [0.9092974268256817] Output: [-0.9355843120746246]
Target: [-0.9092974268256817] Output: [0.9493036070391787]
Target: [0.9092974268256817] Output: [-0.9771154432969557]
Target: [0.8414709848078965] Output: [-0.966797199783003]
Target: [-0.8414709848078965] Output: [0.966797199783003]
Target: [0.0] Output: [0.05936501902082161]
Target: [0.9092974268256817] Output: [-0.1300274530869619]
Target: [0.0] Output: [-0.9296599975840188]
Target: [0.8414709848078965] Output: [0.7413236611360721]
Target: [-0.1411200080598672] Output: [0.7885375129233927]
Target: [0.9092974268256817] Output: [0.10519184398877833]
Target: [0.0] Output: [0.9357112937515435]
Target: [-0.8414709848078965] Output: [-0.8026764173436806]
Target: [-0.8414709848078965] Output: [-0.793809240282058]
Target: [-0.9092974268256817] Output: [0.9493036070391787]
Target: [0.9092974268256817] Output: [-0.1300274530869619]
Target: [0.0] Output: [0.11579498717558968]
Target: [-0.8414709848078965] Output: [-0.8026764173436806]
Target: [-0.9092974268256817] Output: [-0.10519184398877833]
Target: [0.8414709848078965] Output: [-0.8129364906602097]
Target: [-0.8414709848078965] Output: [-0.7542566061926995]
Target: [-0.8414709848078965] Output: [-0.7940233925433561]
Target: [-0.8414709848078965] Output: [0.8330294243427189]
Target: [0.9092974268256817] Output: [0.10519184398877833]
Target: [-0.9092974268256817] Output: [-0.012552846016236716]
Target: [-0.9092974268256817] Output: [-0.012552846016236716]
Target: [-0.9092974268256817] Output: [0.1300274530869619]
Target: [0.0] Output: [0.13939839388802466]
Target: [0.0] Output: [-0.05936501902082161]
Target: [0.0] Output: [0.0]
Target: [0.1411200080598672] Output: [-0.8390587551483117]
Target: [0.9092974268256817] Output: [-0.9771154432969557]
Target: [-0.9092974268256817] Output: [-0.012552846016236716]
Target: [0.0] Output: [-0.11579498717558968]
Target: [0.1411200080598672] Output: [-0.7885375129233927]
Target: [-0.1411200080598672] Output: [0.7814774114122897]
Target: [0.9092974268256817] Output: [-0.9355843120746246]
Target: [0.1411200080598672] Output: [-0.7885375129233927]
Target: [0.0] Output: [-0.9288707885323183]
Target: [0.8414709848078965] Output: [-0.8129364906602097]
Target: [0.8414709848078965] Output: [-0.7626811187453031]
Target: [0.9092974268256817] Output: [-0.9392581318954227]
Target: [0.0] Output: [0.11579498717558968]
Target: [0.9092974268256817] Output: [-0.9355843120746246]
Target: [-0.8414709848078965] Output: [-0.7940233925433561]
Target: [0.8414709848078965] Output: [0.793809240282058]
Target: [0.8414709848078965] Output: [-0.8129364906602097]
Target: [-0.8414709848078965] Output: [0.9682420094316467]
Target: [0.0] Output: [-0.05936501902082161]
Target: [0.0] Output: [-0.05936501902082161]
Target: [0.0] Output: [-0.9154213912070308]
Target: [0.1411200080598672] Output: [-0.7814774114122897]
Target: [0.8414709848078965] Output: [0.7940233925433561]
Target: [-0.8414709848078965] Output: [0.8330294243427189]
Target: [0.0] Output: [0.9154213912070308]
Target: [0.1411200080598672] Output: [-0.7885375129233927]
Target: [-0.8414709848078965] Output: [-0.76343942457453]
Target: [-0.9092974268256817] Output: [0.9771154432969557]
Target: [-0.9092974268256817] Output: [0.9355843120746246]
Target: [-0.9092974268256817] Output: [0.9493036070391787]
Target: [0.0] Output: [0.05936501902082161]
Target: [0.8414709848078965] Output: [-0.962605035081552]
Target: [-0.9092974268256817] Output: [0.1411217135580024]
Target: [0.9092974268256817] Output: [-0.1300274530869619]
Target: [-0.8414709848078965] Output: [0.8280150277327994]
Target: [-0.9092974268256817] Output: [0.1300274530869619]
Target: [0.1411200080598672] Output: [-0.8390587551483117]
Target: [0.0] Output: [0.9296599975840188]
Target: [-0.9092974268256817] Output: [0.1300274530869619]
Target: [-0.1411200080598672] Output: [0.7814774114122897]
Target: [0.9092974268256817] Output: [-0.018813218528756788]
Target: [-0.1411200080598672] Output: [0.7885375129233927]
Target: [-0.8414709848078965] Output: [-0.7413236611360721]
Target: [0.9092974268256817] Output: [-0.9771154432969557]
Target: [0.9092974268256817] Output: [-0.9355843120746246]
Target: [0.8414709848078965] Output: [-0.7465325922151029]
Target: [-0.8414709848078965] Output: [-0.7413236611360721]
Target: [-0.9092974268256817] Output: [0.9493036070391787]
